POSTCODE,GCCSA_CODE_2021,GCCSA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3377,2RVIC,Rest of Vic.,1,Good,Good,0
3378,2RVIC,Rest of Vic.,1,Good,Good,0
3379,2RVIC,Rest of Vic.,1,Good,Good,0
3380,2RVIC,Rest of Vic.,1,Good,Good,0
3381,2RVIC,Rest of Vic.,1,Good,Good,0
3384,2RVIC,Rest of Vic.,1,Good,Good,0
3385,2RVIC,Rest of Vic.,1,Good,Good,0
3387,2RVIC,Rest of Vic.,1,Good,Good,0
3388,2RVIC,Rest of Vic.,1,Good,Good,0
3390,2RVIC,Rest of Vic.,1,Good,Good,0
3391,2RVIC,Rest of Vic.,1,Good,Good,0
3392,2RVIC,Rest of Vic.,1,Good,Good,0
3393,2RVIC,Rest of Vic.,1,Good,Good,0
3395,2RVIC,Rest of Vic.,1,Good,Good,0
3396,2RVIC,Rest of Vic.,1,Good,Good,0
3400,2RVIC,Rest of Vic.,1,Good,Good,0
3401,2RVIC,Rest of Vic.,1,Good,Good,0
3407,2RVIC,Rest of Vic.,1,Good,Good,0
3409,2RVIC,Rest of Vic.,1,Good,Good,0
3412,2RVIC,Rest of Vic.,1,Good,Good,0
3413,2RVIC,Rest of Vic.,1,Good,Good,0
3414,2RVIC,Rest of Vic.,1,Good,Good,0
3415,2RVIC,Rest of Vic.,1,Good,Good,0
3418,2RVIC,Rest of Vic.,1,Good,Good,0
3419,2RVIC,Rest of Vic.,1,Good,Good,0
3420,2RVIC,Rest of Vic.,1,Good,Good,0
3423,2RVIC,Rest of Vic.,1,Good,Good,0
3424,2RVIC,Rest of Vic.,1,Good,Good,0
3427,2GMEL,Greater Melbourne,1,Good,Good,0
3428,2GMEL,Greater Melbourne,1,Good,Good,0
3429,2GMEL,Greater Melbourne,1,Good,Good,0
3430,2GMEL,Greater Melbourne,1,Good,Good,0
3431,2GMEL,Greater Melbourne,1,Good,Good,0
3432,2GMEL,Greater Melbourne,1,Good,Good,0
3433,2GMEL,Greater Melbourne,1,Good,Good,0
3434,2GMEL,Greater Melbourne,1,Good,Good,0
3435,2GMEL,Greater Melbourne,0.9690827,Good,Good,0
3435,2RVIC,Rest of Vic.,0.0309173,Good,Good,0
3437,2GMEL,Greater Melbourne,0.9999995,Good,Good,0
3437,2RVIC,Rest of Vic.,5.00e-07,Good,Good,1
3438,2GMEL,Greater Melbourne,1,Good,Good,0
3440,2GMEL,Greater Melbourne,0.9973706,Good,Good,0
3440,2RVIC,Rest of Vic.,0.0026294,Good,Good,1
3441,2GMEL,Greater Melbourne,1,Good,Good,0
3442,2GMEL,Greater Melbourne,0.0403896,Good,Good,0
3442,2RVIC,Rest of Vic.,0.9596104,Good,Good,0
3444,2RVIC,Rest of Vic.,1,Good,Good,0
3446,2RVIC,Rest of Vic.,1,Good,Good,0
3447,2RVIC,Rest of Vic.,1,Good,Good,0
3448,2RVIC,Rest of Vic.,1,Good,Good,0
3450,2RVIC,Rest of Vic.,1,Good,Good,0
3451,2RVIC,Rest of Vic.,1,Good,Good,0
3453,2RVIC,Rest of Vic.,1,Good,Good,0
3458,2RVIC,Rest of Vic.,1,Good,Good,0
3460,2RVIC,Rest of Vic.,1,Good,Good,0
3461,2RVIC,Rest of Vic.,1,Good,Good,0
3462,2RVIC,Rest of Vic.,1,Good,Good,0
3463,2RVIC,Rest of Vic.,1,Good,Good,0
3464,2RVIC,Rest of Vic.,1,Good,Good,0
3465,2RVIC,Rest of Vic.,1,Good,Good,0
3467,2RVIC,Rest of Vic.,1,Good,Good,0
3468,2RVIC,Rest of Vic.,1,Good,Good,0
3469,2RVIC,Rest of Vic.,1,Good,Good,0
3472,2RVIC,Rest of Vic.,1,Good,Good,0
3475,2RVIC,Rest of Vic.,1,Good,Good,0
3477,2RVIC,Rest of Vic.,1,Good,Good,0
3478,2RVIC,Rest of Vic.,1,Good,Good,0
3480,2RVIC,Rest of Vic.,1,Good,Good,0
3482,2RVIC,Rest of Vic.,1,Good,Good,0
3483,2RVIC,Rest of Vic.,1,Good,Good,0
3485,2RVIC,Rest of Vic.,1,Good,Good,0
3487,2RVIC,Rest of Vic.,1,Good,Good,0
3488,2RVIC,Rest of Vic.,1,Good,Good,0
3489,2RVIC,Rest of Vic.,1,Good,Good,0
3490,2RVIC,Rest of Vic.,1,Good,Good,0
3491,2RVIC,Rest of Vic.,1,Good,Good,0
3494,2RVIC,Rest of Vic.,1,Good,Good,0
3496,2RVIC,Rest of Vic.,1,Good,Good,0
3498,2RVIC,Rest of Vic.,1,Good,Good,0
3500,2RVIC,Rest of Vic.,1,Good,Good,0
3501,2RVIC,Rest of Vic.,1,Good,Good,0
3505,2RVIC,Rest of Vic.,1,Good,Good,0
3506,2RVIC,Rest of Vic.,1,Good,Good,0
3507,2RVIC,Rest of Vic.,1,Good,Good,0
3509,2RVIC,Rest of Vic.,1,Good,Good,0
3512,2RVIC,Rest of Vic.,1,Good,Good,0
3515,2RVIC,Rest of Vic.,1,Good,Good,0
3516,2RVIC,Rest of Vic.,1,Good,Good,0
3517,2RVIC,Rest of Vic.,1,Good,Good,0
3518,2RVIC,Rest of Vic.,1,Good,Good,0
3520,2RVIC,Rest of Vic.,1,Good,Good,0
3521,2RVIC,Rest of Vic.,1,Good,Good,0
3522,2RVIC,Rest of Vic.,1,Good,Good,0
3523,2RVIC,Rest of Vic.,1,Good,Good,0
3525,2RVIC,Rest of Vic.,1,Good,Good,0
3527,2RVIC,Rest of Vic.,1,Good,Good,0
3529,2RVIC,Rest of Vic.,1,Good,Good,0
3530,2RVIC,Rest of Vic.,1,Good,Good,0
3531,2RVIC,Rest of Vic.,1,Good,Good,0
3533,2RVIC,Rest of Vic.,1,Good,Good,0
3537,2RVIC,Rest of Vic.,1,Good,Good,0
3540,2RVIC,Rest of Vic.,1,Good,Good,0
3542,2RVIC,Rest of Vic.,1,Good,Good,0
3544,2RVIC,Rest of Vic.,1,Good,Good,0
3546,2RVIC,Rest of Vic.,1,Good,Good,0
3549,2RVIC,Rest of Vic.,1,Good,Good,0
3550,2RVIC,Rest of Vic.,1,Good,Good,0
3551,2RVIC,Rest of Vic.,1,Good,Good,0
3555,2RVIC,Rest of Vic.,1,Good,Good,0
3556,2RVIC,Rest of Vic.,1,Good,Good,0
3557,2RVIC,Rest of Vic.,1,Good,Good,0
3558,2RVIC,Rest of Vic.,1,Good,Good,0
3559,2RVIC,Rest of Vic.,1,Good,Good,0
3561,2RVIC,Rest of Vic.,1,Good,Good,0
3562,2RVIC,Rest of Vic.,1,Good,Good,0
3563,2RVIC,Rest of Vic.,1,Good,Good,0
3564,2RVIC,Rest of Vic.,1,Good,Good,0
3565,2RVIC,Rest of Vic.,1,Good,Good,0
3566,2RVIC,Rest of Vic.,1,Good,Good,0
3567,2RVIC,Rest of Vic.,1,Good,Good,0
3568,2RVIC,Rest of Vic.,1,Good,Good,0
3570,2RVIC,Rest of Vic.,1,Good,Good,0
3571,2RVIC,Rest of Vic.,1,Good,Good,0
3572,2RVIC,Rest of Vic.,1,Good,Good,0
3573,2RVIC,Rest of Vic.,1,Good,Good,0
3575,2RVIC,Rest of Vic.,1,Good,Good,0
3576,2RVIC,Rest of Vic.,1,Good,Good,0
3579,2RVIC,Rest of Vic.,1,Good,Good,0
3580,2RVIC,Rest of Vic.,1,Good,Good,0
3581,2RVIC,Rest of Vic.,1,Good,Good,0
3583,2RVIC,Rest of Vic.,1,Good,Good,0
3584,2RVIC,Rest of Vic.,1,Good,Good,0
3585,2RVIC,Rest of Vic.,1,Good,Good,0
3586,2RVIC,Rest of Vic.,1,Good,Good,0
3588,2RVIC,Rest of Vic.,1,Good,Good,0
3589,2RVIC,Rest of Vic.,1,Good,Good,0
3590,2RVIC,Rest of Vic.,1,Good,Good,0
3591,2RVIC,Rest of Vic.,1,Good,Good,0
3594,2RVIC,Rest of Vic.,1,Good,Good,0
3595,2RVIC,Rest of Vic.,1,Good,Good,0
3596,2RVIC,Rest of Vic.,1,Good,Good,0
3597,2RVIC,Rest of Vic.,1,Good,Good,0
3599,2RVIC,Rest of Vic.,1,Good,Good,0
3607,2RVIC,Rest of Vic.,1,Good,Good,0
3608,2RVIC,Rest of Vic.,1,Good,Good,0
3610,2RVIC,Rest of Vic.,1,Good,Good,0
3612,2RVIC,Rest of Vic.,1,Good,Good,0
3614,2RVIC,Rest of Vic.,1,Good,Good,0
3616,2RVIC,Rest of Vic.,1,Good,Good,0
3617,2RVIC,Rest of Vic.,1,Good,Good,0
3618,2RVIC,Rest of Vic.,1,Good,Good,0
3620,2RVIC,Rest of Vic.,1,Good,Good,0
3621,2RVIC,Rest of Vic.,1,Good,Good,0
3622,2RVIC,Rest of Vic.,1,Good,Good,0
3623,2RVIC,Rest of Vic.,1,Good,Good,0
3624,2RVIC,Rest of Vic.,1,Good,Good,0
3629,2RVIC,Rest of Vic.,1,Good,Good,0
3630,2RVIC,Rest of Vic.,1,Good,Good,0
3631,2RVIC,Rest of Vic.,1,Good,Good,0
3633,2RVIC,Rest of Vic.,1,Good,Good,0
3634,2RVIC,Rest of Vic.,1,Good,Good,0
3635,2RVIC,Rest of Vic.,1,Good,Good,0
3636,2RVIC,Rest of Vic.,1,Good,Good,0
3637,2RVIC,Rest of Vic.,1,Good,Good,0
3638,2RVIC,Rest of Vic.,1,Good,Good,0
3639,2RVIC,Rest of Vic.,1,Good,Good,0
3640,2RVIC,Rest of Vic.,1,Good,Good,0
3641,2RVIC,Rest of Vic.,1,Good,Good,0
3644,1RNSW,Rest of NSW,0.2100785,Good,Good,0
3644,2RVIC,Rest of Vic.,0.7899215,Good,Good,0
3646,2RVIC,Rest of Vic.,1,Good,Good,0
3647,2RVIC,Rest of Vic.,1,Good,Good,0
3649,2RVIC,Rest of Vic.,1,Good,Good,0
3658,2GMEL,Greater Melbourne,0.0901376,Good,Good,0
3658,2RVIC,Rest of Vic.,0.9098624,Good,Good,0
3659,2RVIC,Rest of Vic.,1,Good,Good,0
3660,2RVIC,Rest of Vic.,1,Good,Good,0
3662,2RVIC,Rest of Vic.,1,Good,Good,0
3663,2RVIC,Rest of Vic.,1,Good,Good,0
3664,2RVIC,Rest of Vic.,1,Good,Good,0
3665,2RVIC,Rest of Vic.,1,Good,Good,0
3666,2RVIC,Rest of Vic.,1,Good,Good,0
3669,2RVIC,Rest of Vic.,1,Good,Good,0
3670,2RVIC,Rest of Vic.,1,Good,Good,0
3672,2RVIC,Rest of Vic.,1,Good,Good,0
3673,2RVIC,Rest of Vic.,1,Good,Good,0
3675,2RVIC,Rest of Vic.,1,Good,Good,0
3677,2RVIC,Rest of Vic.,1,Good,Good,0
3678,2RVIC,Rest of Vic.,1,Good,Good,0
3682,2RVIC,Rest of Vic.,1,Good,Good,0
3683,2RVIC,Rest of Vic.,1,Good,Good,0
3685,2RVIC,Rest of Vic.,1,Good,Good,0
3687,2RVIC,Rest of Vic.,1,Good,Good,0
3688,2RVIC,Rest of Vic.,1,Good,Good,0
3690,2RVIC,Rest of Vic.,1,Good,Good,0
3691,1RNSW,Rest of NSW,0.0048547,Good,Good,1
3691,2RVIC,Rest of Vic.,0.9951453,Good,Good,0
3695,2RVIC,Rest of Vic.,1,Good,Good,0
3697,2RVIC,Rest of Vic.,1,Good,Good,0
3698,2RVIC,Rest of Vic.,1,Good,Good,0
3699,2RVIC,Rest of Vic.,1,Good,Good,0
3700,2RVIC,Rest of Vic.,1,Good,Good,0
3701,2RVIC,Rest of Vic.,1,Good,Good,0
3704,2RVIC,Rest of Vic.,1,Good,Good,0
3705,2RVIC,Rest of Vic.,1,Good,Good,0
3707,1RNSW,Rest of NSW,0.0258724,Good,Good,0
3707,2RVIC,Rest of Vic.,0.9741276,Good,Good,0
3708,2RVIC,Rest of Vic.,1,Good,Good,0
3709,2RVIC,Rest of Vic.,1,Good,Good,0
3711,2RVIC,Rest of Vic.,1,Good,Good,0
3712,2RVIC,Rest of Vic.,1,Good,Good,0
3713,2RVIC,Rest of Vic.,1,Good,Good,0
3714,2RVIC,Rest of Vic.,1,Good,Good,0
3715,2RVIC,Rest of Vic.,1,Good,Good,0
3717,2RVIC,Rest of Vic.,1,Good,Good,0
3718,2RVIC,Rest of Vic.,1,Good,Good,0
3719,2RVIC,Rest of Vic.,1,Good,Good,0
3720,2RVIC,Rest of Vic.,1,Good,Good,0
3722,2RVIC,Rest of Vic.,1,Good,Good,0
3723,2RVIC,Rest of Vic.,1,Good,Good,0
3725,2RVIC,Rest of Vic.,1,Good,Good,0
3726,2RVIC,Rest of Vic.,1,Good,Good,0
3727,2RVIC,Rest of Vic.,1,Good,Good,0
3728,2RVIC,Rest of Vic.,1,Good,Good,0
3730,2RVIC,Rest of Vic.,1,Good,Good,0
3732,2RVIC,Rest of Vic.,1,Good,Good,0
3733,2RVIC,Rest of Vic.,1,Good,Good,0
3735,2RVIC,Rest of Vic.,1,Good,Good,0
3737,2RVIC,Rest of Vic.,1,Good,Good,0
3738,2RVIC,Rest of Vic.,1,Good,Good,0
3739,2RVIC,Rest of Vic.,1,Good,Good,0
3740,2RVIC,Rest of Vic.,1,Good,Good,0
3741,2RVIC,Rest of Vic.,1,Good,Good,0
3744,2RVIC,Rest of Vic.,1,Good,Good,0
3746,2RVIC,Rest of Vic.,1,Good,Good,0
3747,2RVIC,Rest of Vic.,1,Good,Good,0
3749,2RVIC,Rest of Vic.,1,Good,Good,0
3750,2GMEL,Greater Melbourne,1,Good,Good,0
3751,2GMEL,Greater Melbourne,1,Good,Good,0
3752,2GMEL,Greater Melbourne,1,Good,Good,0
3753,2GMEL,Greater Melbourne,1,Good,Good,0
3754,2GMEL,Greater Melbourne,1,Good,Good,0
3755,2GMEL,Greater Melbourne,1,Good,Good,0
3756,2GMEL,Greater Melbourne,1,Good,Good,0
3757,2GMEL,Greater Melbourne,1,Good,Good,0
3758,2GMEL,Greater Melbourne,1,Good,Good,0
3759,2GMEL,Greater Melbourne,1,Good,Good,0
3760,2GMEL,Greater Melbourne,1,Good,Good,0
3761,2GMEL,Greater Melbourne,1,Good,Good,0
3762,2GMEL,Greater Melbourne,1,Good,Good,0
3763,2GMEL,Greater Melbourne,1,Good,Good,0
3764,2GMEL,Greater Melbourne,0.0007387,Good,Good,1
3764,2RVIC,Rest of Vic.,0.9992613,Good,Good,0
3765,2GMEL,Greater Melbourne,1,Good,Good,0
3766,2GMEL,Greater Melbourne,1,Good,Good,0
3767,2GMEL,Greater Melbourne,1,Good,Good,0
3770,2GMEL,Greater Melbourne,1,Good,Good,0
3775,2GMEL,Greater Melbourne,1,Good,Good,0
3777,2GMEL,Greater Melbourne,1,Good,Good,0
3778,2GMEL,Greater Melbourne,0.0001015,Good,Good,1
3778,2RVIC,Rest of Vic.,0.9998985,Good,Good,0
3779,2RVIC,Rest of Vic.,1,Good,Good,0
3781,2GMEL,Greater Melbourne,1,Good,Good,0
3782,2GMEL,Greater Melbourne,1,Good,Good,0
3783,2GMEL,Greater Melbourne,1,Good,Good,0
3785,2GMEL,Greater Melbourne,1,Good,Good,0
3786,2GMEL,Greater Melbourne,1,Good,Good,0
3787,2GMEL,Greater Melbourne,1,Good,Good,0
3788,2GMEL,Greater Melbourne,1,Good,Good,0
3789,2GMEL,Greater Melbourne,1,Good,Good,0
3791,2GMEL,Greater Melbourne,1,Good,Good,0
3792,2GMEL,Greater Melbourne,1,Good,Good,0
3793,2GMEL,Greater Melbourne,1,Good,Good,0
3795,2GMEL,Greater Melbourne,1,Good,Good,0
3796,2GMEL,Greater Melbourne,1,Good,Good,0
3797,2GMEL,Greater Melbourne,1,Good,Good,0
3799,2GMEL,Greater Melbourne,0.9598827,Good,Good,0
3799,2RVIC,Rest of Vic.,0.0401173,Good,Good,0
3802,2GMEL,Greater Melbourne,1,Good,Good,0
3803,2GMEL,Greater Melbourne,1,Good,Good,0
3804,2GMEL,Greater Melbourne,1,Good,Good,0
3805,2GMEL,Greater Melbourne,1,Good,Good,0
3806,2GMEL,Greater Melbourne,1,Good,Good,0
3807,2GMEL,Greater Melbourne,1,Good,Good,0
3808,2GMEL,Greater Melbourne,1,Good,Good,0
3809,2GMEL,Greater Melbourne,1,Good,Good,0
3810,2GMEL,Greater Melbourne,1,Good,Good,0
3812,2GMEL,Greater Melbourne,1,Good,Good,0
3813,2GMEL,Greater Melbourne,1,Good,Good,0
3814,2GMEL,Greater Melbourne,1,Good,Good,0
3815,2GMEL,Greater Melbourne,1,Good,Good,0
3816,2GMEL,Greater Melbourne,0.038961,Good,Good,0
3816,2RVIC,Rest of Vic.,0.961039,Good,Good,0
3818,2RVIC,Rest of Vic.,1,Good,Good,0
3820,2RVIC,Rest of Vic.,1,Good,Good,0
3821,2RVIC,Rest of Vic.,1,Good,Good,0
3822,2RVIC,Rest of Vic.,1,Good,Good,0
3823,2RVIC,Rest of Vic.,1,Good,Good,0
3824,2RVIC,Rest of Vic.,1,Good,Good,0
3825,2RVIC,Rest of Vic.,1,Good,Good,0
3831,2RVIC,Rest of Vic.,1,Good,Good,0
3832,2RVIC,Rest of Vic.,1,Good,Good,0
3833,2RVIC,Rest of Vic.,1,Good,Good,0
3835,2RVIC,Rest of Vic.,1,Good,Good,0
3840,2RVIC,Rest of Vic.,1,Good,Good,0
3842,2RVIC,Rest of Vic.,1,Good,Good,0
3844,2RVIC,Rest of Vic.,1,Good,Good,0
3847,2RVIC,Rest of Vic.,1,Good,Good,0
3850,2RVIC,Rest of Vic.,1,Good,Good,0
3851,2RVIC,Rest of Vic.,1,Good,Good,0
3852,2RVIC,Rest of Vic.,1,Good,Good,0
3854,2RVIC,Rest of Vic.,1,Good,Good,0
3856,2RVIC,Rest of Vic.,1,Good,Good,0
3857,2RVIC,Rest of Vic.,1,Good,Good,0
3858,2RVIC,Rest of Vic.,1,Good,Good,0
3859,2RVIC,Rest of Vic.,1,Good,Good,0
3860,2RVIC,Rest of Vic.,1,Good,Good,0
3862,2RVIC,Rest of Vic.,1,Good,Good,0
3864,2RVIC,Rest of Vic.,1,Good,Good,0
3865,2RVIC,Rest of Vic.,1,Good,Good,0
3869,2RVIC,Rest of Vic.,1,Good,Good,0
3870,2RVIC,Rest of Vic.,1,Good,Good,0
3871,2RVIC,Rest of Vic.,1,Good,Good,0
3873,2RVIC,Rest of Vic.,1,Good,Good,0
3874,2RVIC,Rest of Vic.,1,Good,Good,0
3875,2RVIC,Rest of Vic.,1,Good,Good,0
3878,2RVIC,Rest of Vic.,1,Good,Good,0
3880,2RVIC,Rest of Vic.,1,Good,Good,0
3882,2RVIC,Rest of Vic.,1,Good,Good,0
3885,2RVIC,Rest of Vic.,1,Good,Good,0
3886,2RVIC,Rest of Vic.,1,Good,Good,0
3887,2RVIC,Rest of Vic.,1,Good,Good,0
3888,2RVIC,Rest of Vic.,1,Good,Good,0
3889,2RVIC,Rest of Vic.,1,Good,Good,0
3890,2RVIC,Rest of Vic.,1,Good,Good,0
3891,2RVIC,Rest of Vic.,1,Good,Good,0
3892,2RVIC,Rest of Vic.,1,Good,Good,0
3893,2RVIC,Rest of Vic.,1,Good,Good,0
3895,2RVIC,Rest of Vic.,1,Good,Good,0
3896,2RVIC,Rest of Vic.,1,Good,Good,0
3898,2RVIC,Rest of Vic.,1,Good,Good,0
3900,1RNSW,Rest of NSW,1.46e-05,Good,Good,1
3900,2RVIC,Rest of Vic.,0.9999854,Good,Good,0
3902,2RVIC,Rest of Vic.,1,Good,Good,0
3903,2RVIC,Rest of Vic.,1,Good,Good,0
3904,2RVIC,Rest of Vic.,1,Good,Good,0
3909,2RVIC,Rest of Vic.,1,Good,Good,0
3910,2GMEL,Greater Melbourne,1,Good,Good,0
3911,2GMEL,Greater Melbourne,1,Good,Good,0
3912,2GMEL,Greater Melbourne,1,Good,Good,0
3913,2GMEL,Greater Melbourne,1,Good,Good,0
3915,2GMEL,Greater Melbourne,1,Good,Good,0
3916,2GMEL,Greater Melbourne,1,Good,Good,0
3918,2GMEL,Greater Melbourne,1,Good,Good,0
3919,2GMEL,Greater Melbourne,1,Good,Good,0
3920,2GMEL,Greater Melbourne,1,Good,Good,0
3921,2RVIC,Rest of Vic.,1,Good,Good,0
3922,2RVIC,Rest of Vic.,1,Good,Good,0
3923,2RVIC,Rest of Vic.,1,Good,Good,0
3925,2RVIC,Rest of Vic.,1,Good,Good,0
3926,2GMEL,Greater Melbourne,1,Good,Good,0
3927,2GMEL,Greater Melbourne,1,Good,Good,0
3928,2GMEL,Greater Melbourne,1,Good,Good,0
3929,2GMEL,Greater Melbourne,1,Good,Good,0
3930,2GMEL,Greater Melbourne,1,Good,Good,0
3931,2GMEL,Greater Melbourne,1,Good,Good,0
3933,2GMEL,Greater Melbourne,1,Good,Good,0
3934,2GMEL,Greater Melbourne,1,Good,Good,0
3936,2GMEL,Greater Melbourne,1,Good,Good,0
3937,2GMEL,Greater Melbourne,1,Good,Good,0
3938,2GMEL,Greater Melbourne,1,Good,Good,0
3939,2GMEL,Greater Melbourne,1,Good,Good,0
3940,2GMEL,Greater Melbourne,1,Good,Good,0
3941,2GMEL,Greater Melbourne,1,Good,Good,0
3942,2GMEL,Greater Melbourne,1,Good,Good,0
3943,2GMEL,Greater Melbourne,1,Good,Good,0
3944,2GMEL,Greater Melbourne,1,Good,Good,0
3945,2RVIC,Rest of Vic.,1,Good,Good,0
3946,2RVIC,Rest of Vic.,1,Good,Good,0
3950,2RVIC,Rest of Vic.,1,Good,Good,0
3951,2RVIC,Rest of Vic.,1,Good,Good,0
3953,2RVIC,Rest of Vic.,1,Good,Good,0
3954,2RVIC,Rest of Vic.,1,Good,Good,0
3956,2RVIC,Rest of Vic.,1,Good,Good,0
3957,2RVIC,Rest of Vic.,1,Good,Good,0
3958,2RVIC,Rest of Vic.,1,Good,Good,0
3959,2RVIC,Rest of Vic.,1,Good,Good,0
3960,2RVIC,Rest of Vic.,1,Good,Good,0
3962,2RVIC,Rest of Vic.,1,Good,Good,0
3964,2RVIC,Rest of Vic.,1,Good,Good,0
3965,2RVIC,Rest of Vic.,1,Good,Good,0
3966,2RVIC,Rest of Vic.,1,Good,Good,0
3967,2RVIC,Rest of Vic.,1,Good,Good,0
3971,2RVIC,Rest of Vic.,0.9999976,Good,Good,0
3971,,,2.40e-06,Poor,Good,4
3975,2GMEL,Greater Melbourne,1,Good,Good,0
3976,2GMEL,Greater Melbourne,1,Good,Good,0
3977,2GMEL,Greater Melbourne,1,Good,Good,0
3978,2GMEL,Greater Melbourne,1,Good,Good,0
3979,2RVIC,Rest of Vic.,1,Good,Good,0
3980,2GMEL,Greater Melbourne,1,Good,Good,0
3981,2GMEL,Greater Melbourne,0.9863281,Good,Good,0
3981,2RVIC,Rest of Vic.,0.0136719,Good,Good,0
3984,2GMEL,Greater Melbourne,0.3892163,Good,Good,0
3984,2RVIC,Rest of Vic.,0.6107837,Good,Good,0
3987,2GMEL,Greater Melbourne,0.0344856,Good,Good,0
3987,2RVIC,Rest of Vic.,0.9655144,Good,Good,0
3988,2RVIC,Rest of Vic.,1,Good,Good,0
3990,2RVIC,Rest of Vic.,1,Good,Good,0
3991,2RVIC,Rest of Vic.,1,Good,Good,0
3992,2RVIC,Rest of Vic.,1,Good,Good,0
3995,2RVIC,Rest of Vic.,1,Good,Good,0
3996,2RVIC,Rest of Vic.,1,Good,Good,0
4000,3GBRI,Greater Brisbane,1,Good,Good,0
4005,3GBRI,Greater Brisbane,1,Good,Good,0
4006,3GBRI,Greater Brisbane,1,Good,Good,0
4007,3GBRI,Greater Brisbane,0.9999994,Good,Good,0
4008,3GBRI,Greater Brisbane,1,Good,Good,0
4009,3GBRI,Greater Brisbane,1,Good,Good,0
4010,3GBRI,Greater Brisbane,1,Good,Good,0
4011,3GBRI,Greater Brisbane,1,Good,Good,0
4012,3GBRI,Greater Brisbane,1,Good,Good,0
4013,3GBRI,Greater Brisbane,1,Good,Good,0
4014,3GBRI,Greater Brisbane,1,Good,Good,0
4017,3GBRI,Greater Brisbane,1,Good,Good,0
4018,3GBRI,Greater Brisbane,1,Good,Good,0
4019,3GBRI,Greater Brisbane,1,Good,Good,0
4020,3GBRI,Greater Brisbane,1,Good,Good,0
4021,3GBRI,Greater Brisbane,1,Good,Good,0
4022,3GBRI,Greater Brisbane,1,Good,Good,0
4025,3GBRI,Greater Brisbane,1,Good,Good,0
4030,3GBRI,Greater Brisbane,1,Good,Good,0
4031,3GBRI,Greater Brisbane,1,Good,Good,0
4032,3GBRI,Greater Brisbane,1,Good,Good,0
4034,3GBRI,Greater Brisbane,1,Good,Good,0
4035,3GBRI,Greater Brisbane,1,Good,Good,0
4036,3GBRI,Greater Brisbane,1,Good,Good,0
4037,3GBRI,Greater Brisbane,1,Good,Good,0
4051,3GBRI,Greater Brisbane,1,Good,Good,0
4053,3GBRI,Greater Brisbane,1,Good,Good,0
4054,3GBRI,Greater Brisbane,1,Good,Good,0
4055,3GBRI,Greater Brisbane,1,Good,Good,0
4059,3GBRI,Greater Brisbane,1,Good,Good,0
4060,3GBRI,Greater Brisbane,1,Good,Good,0
4061,3GBRI,Greater Brisbane,1,Good,Good,0
4064,3GBRI,Greater Brisbane,1,Good,Good,0
4065,3GBRI,Greater Brisbane,1,Good,Good,0
4066,3GBRI,Greater Brisbane,1,Good,Good,0
4067,3GBRI,Greater Brisbane,1,Good,Good,0
4068,3GBRI,Greater Brisbane,1,Good,Good,0
4069,3GBRI,Greater Brisbane,1,Good,Good,0
4070,3GBRI,Greater Brisbane,1,Good,Good,0
4073,3GBRI,Greater Brisbane,1,Good,Good,0
4074,3GBRI,Greater Brisbane,1,Good,Good,0
4075,3GBRI,Greater Brisbane,1,Good,Good,0
4076,3GBRI,Greater Brisbane,1,Good,Good,0
4077,3GBRI,Greater Brisbane,1,Good,Good,0
4078,3GBRI,Greater Brisbane,1,Good,Good,0
4101,3GBRI,Greater Brisbane,1,Good,Good,0
4102,3GBRI,Greater Brisbane,1,Good,Good,0
4103,3GBRI,Greater Brisbane,1,Good,Good,0
4104,3GBRI,Greater Brisbane,1,Good,Good,0
4105,3GBRI,Greater Brisbane,1,Good,Good,0
4106,3GBRI,Greater Brisbane,1,Good,Good,0
4107,3GBRI,Greater Brisbane,1,Good,Good,0
4108,3GBRI,Greater Brisbane,1,Good,Good,0
4109,3GBRI,Greater Brisbane,1,Good,Good,0
4110,3GBRI,Greater Brisbane,1,Good,Good,0
4111,3GBRI,Greater Brisbane,1,Good,Good,0
4112,3GBRI,Greater Brisbane,1,Good,Good,0
4113,3GBRI,Greater Brisbane,1,Good,Good,0
4114,3GBRI,Greater Brisbane,1,Good,Good,0
4115,3GBRI,Greater Brisbane,1,Good,Good,0
4116,3GBRI,Greater Brisbane,1,Good,Good,0
4117,3GBRI,Greater Brisbane,1,Good,Good,0
4118,3GBRI,Greater Brisbane,1,Good,Good,0
4119,3GBRI,Greater Brisbane,1,Good,Good,0
4120,3GBRI,Greater Brisbane,1,Good,Good,0
4121,3GBRI,Greater Brisbane,1,Good,Good,0
4122,3GBRI,Greater Brisbane,1,Good,Good,0
4123,3GBRI,Greater Brisbane,1,Good,Good,0
4124,3GBRI,Greater Brisbane,1,Good,Good,0
4125,3GBRI,Greater Brisbane,1,Good,Good,0
4127,3GBRI,Greater Brisbane,1,Good,Good,0
4128,3GBRI,Greater Brisbane,1,Good,Good,0
4129,3GBRI,Greater Brisbane,1,Good,Good,0
4130,3GBRI,Greater Brisbane,1,Good,Good,0
4131,3GBRI,Greater Brisbane,1,Good,Good,0
4132,3GBRI,Greater Brisbane,1,Good,Good,0
4133,3GBRI,Greater Brisbane,1,Good,Good,0
4151,3GBRI,Greater Brisbane,1,Good,Good,0
